"XCoord","YCoord","YearBuilt","Floors","PlotArea","PlotFront","PlotDepth","BuildingArea","ResidentialArea","CommercialArea","OfficeArea","IndustrialArea","LandValue","TotalValue","HeatingCost"
"765",26956.5016989934,24522.2405330278,1978,1,456,12,38,136,136,0,0,0,86955.5333130062,274988.78790997,2839.72566288917
"766",24044.0948431871,24012.506440049,1972,2,473,11,43,851,851,0,0,0,73387.2834654991,1548486.21805231,17293.5061295061
"771",24069.9833466305,25975.4122677259,1977,3,532,14,38,1356,1356,0,0,0,89202.270233864,2362334.70484177,28030.2769652357
"774",24332.2781378511,26595.2811890747,1980,1,532,14,38,159,159,0,0,0,93012.0838780422,337490.02580723,3179.62396186848
"776",26356.001405981,25107.2402670979,1983,3,481,13,37,1298,1298,0,0,0,86296.213026531,2258126.3700516,26003.6248927567
"778",24098.6703308962,26960.0620132405,1973,2,494,13,38,296,296,0,0,0,93294.479142502,536614.027328044,5945.26211072772
"781",27382.352427957,25756.875223713,1983,3,429,13,33,1158,1158,0,0,0,74465.6902912189,1634012.95005673,22866.0355117257
"784",25890.9765234911,25969.7453621775,1975,3,507,13,39,456,456,0,0,0,80746.4013785706,862705.791740085,9086.85866964117
"785",25581.7305536707,26545.3695617616,1981,3,504,28,18,453,453,0,0,0,84385.9288676642,850273.833210126,9117.36149185972
"787",22614.0050183523,25177.8727979399,1987,2,490,14,35,442,442,0,0,0,93182.4462434743,773030.555090727,8869.48151601526
"789",25872.6419332675,26952.0398348104,1985,1,476,17,28,428,428,0,0,0,92011.5535079967,822259.99094313,8494.58462061268
"791",23324.0728206438,26797.7297294419,1975,2,494,13,38,337,337,0,0,0,87154.2042081477,662849.150208046,7203.02229823875
"794",23122.7389363596,25120.5902702641,1981,2,464,16,29,400,400,0,0,0,85381.3153237104,735861.350345612,7858.11809064228
"795",23846.7393313603,26197.5886761211,1982,2,533,13,41,319,319,0,0,0,104033.317069872,542386.066804989,6573.18062332578
"797",26711.2460891563,25520.6538266502,1981,1,540,20,27,162,162,0,0,0,87600.0161650591,385040.816880902,3150.403970669
"800",24403.3201410294,26503.2802079804,1967,3,456,19,24,1032,1032,0,0,0,75043.8513762318,1794525.50188992,22273.7162101087
"801",24898.9004843557,26432.6766331214,1978,1,493,17,29,225,225,0,0,0,79116.4609102649,450547.944366373,4651.37166586639
"802",23630.8669526148,25781.4355515875,1973,2,494,19,26,296,296,0,0,0,86925.4963850835,479442.40494736,5872.9612642925
"803",24035.5339653053,26968.931840267,1981,1,540,15,36,310,310,0,0,0,95266.0469224211,615754.863057402,6296.48413169759
"805",24998.9043652941,26881.3615702093,1976,2,465,15,31,279,279,0,0,0,86276.2635145336,569324.340463942,5441.3504718784
"807",26499.8293536762,25434.430282563,1983,3,480,16,30,888,888,0,0,0,74442.6791220903,1595885.99337973,18766.023265422
"810",28264.0673418112,24768.3557211421,1982,3,480,16,30,1003,1003,0,0,0,91221.4624900371,1405348.4509458,21309.1090958189
"811",25903.8774517587,26737.034622347,1966,2,507,13,39,304,304,0,0,0,98994.8082727846,602116.393502941,6146.32427255306
"812",26487.9835384998,25277.8902172577,1978,3,493,17,29,443,443,0,0,0,73999.135480274,804268.754731864,8736.45077841465
"813",21922.8548124012,25717.3312325031,1981,2,494,19,26,296,296,0,0,0,95342.9157210281,591316.397580015,5992.48111312711
"814",26601.2165044735,24818.4601482935,1981,3,522,18,29,469,469,0,0,0,80382.4700291734,837263.309382368,9701.4814066946
"817",26938.9352581417,25558.1752199214,1987,2,546,14,39,783,783,0,0,0,95783.4282059222,1144562.02143095,14687.8685726892
"818",27331.8935045344,25354.7708038241,1979,1,420,15,28,378,378,0,0,0,82780.4512451403,719295.170192979,7873.4690381867
"821",26195.1773401656,26683.9734481182,1974,3,441,21,21,396,396,0,0,0,67056.6052569542,727284.737055888,8304.07540594073
"822",26022.3352180429,26741.1510490347,1975,1,533,13,41,479,0,0,0,479,85225.3891909495,912462.546575465,9716.04742710797
"824",27284.519891671,26212.5734535512,1978,2,532,19,28,319,319,0,0,0,85126.4048444573,626129.688123649,6454.91161027151
"826",27130.5081678888,26948.9016355947,1978,1,494,13,38,148,148,0,0,0,78771.0135417059,296412.211432029,2835.43293947918
"829",23721.524721442,25798.6120053101,1968,2,504,14,36,907,907,0,0,0,92597.7023544721,1656945.90878309,18421.4792947883
"831",23811.3311586772,26006.7390650511,1983,3,459,17,27,1028,1028,0,0,0,83267.4792825594,1443414.80827274,19627.3931262704
"841",24594.5912488821,26738.7235311326,1976,1,527,17,31,474,474,0,0,0,94181.7097206716,881246.425251325,9769.62915386707
"844",27641.9024564151,24081.5366429742,1980,2,459,17,27,275,275,0,0,0,91584.987336339,455814.91947067,5423.49037612817
"845",24903.8128144428,26377.267366508,1983,2,462,21,22,277,277,0,0,0,89604.9138268456,543128.366566496,5561.96748920523
"846",27356.9256126299,24301.234700717,1977,1,476,17,28,428,428,0,0,0,92958.0641730223,733529.374411516,9023.46007659646
"847",26753.9853130627,24032.6554239728,1983,3,476,17,28,428,428,0,0,0,74384.2350244522,723867.949885782,8612.81179569247
"848",24454.0520406196,26574.9758330639,1972,3,440,11,40,1079,1079,0,0,0,86145.8123023622,1618162.61665084,21373.9590605404
"849",24207.4837836078,26569.6410045493,1978,3,512,16,32,460,460,0,0,0,80511.8112325668,925112.369965669,8823.08184328294
"851",23315.9019691507,25580.4391955025,1987,1,442,13,34,132,132,0,0,0,80594.2287602695,262727.482918533,2709.30404805545
"852",23418.1579583407,25766.2540264428,1979,3,450,15,30,863,863,0,0,0,71147.4443151383,1637475.93985397,17141.3648013069
"853",23845.3813697615,26244.0935438499,1984,3,480,12,40,1296,1296,0,0,0,88636.8399336934,2018653.4600772,24616.6380184778
"854",25392.555365821,26442.0749936253,1977,2,448,14,32,268,268,0,0,0,85216.1330267787,457672.998133115,5438.71399727464
"855",26628.6446796364,26260.6694677379,1978,1,504,12,42,203,203,0,0,0,89359.4130157493,437108.428937232,4200.34005978667
"856",25231.710148022,26694.1654023249,1969,3,507,13,39,1068,1068,0,0,0,95791.355328192,1564479.4374536,20941.3632577863
"859",26306.0171882713,26006.0193445534,1980,2,516,12,43,309,309,0,0,0,89941.5403601713,586739.18995019,6380.02526281762
"862",21502.6407901736,26723.1417987496,1972,3,522,18,29,469,469,0,0,0,87656.9465335691,785772.119873285,9616.52334353427
"867",27140.6815210637,24088.1921877153,1982,2,462,21,22,277,277,0,0,0,73525.8900278248,502539.612421067,5568.45159037627
"868",28479.0885183501,24670.3419873957,1982,1,464,16,29,304,304,0,0,0,73283.2736473531,598908.780420199,6532.06255438529
"869",26750.5220728826,26185.5981030967,1978,3,500,20,25,479,479,0,0,0,93322.0376551617,800716.794293711,10292.2745168751
"871",26558.6262713484,24837.0204863604,1978,2,494,19,26,795,795,0,0,0,75293.3006950654,1506858.98450371,16498.2779624336
"873",23226.4977764589,25623.089937726,1975,3,494,19,26,682,682,0,0,0,81879.2704583379,1063051.48635996,13772.9061476862
"875",24271.4869894657,26315.8936821856,1974,2,520,13,40,936,936,0,0,0,90919.7523291223,1599921.72553502,19468.1274109234
"876",23285.6187196065,26355.0378754735,1975,1,510,17,30,153,153,0,0,0,81918.7449450837,348979.753399256,3032.9352248196
"877",22572.0666726374,24169.4352643099,1982,3,540,15,36,1046,1046,0,0,0,86965.1876015123,1549602.80695672,20818.8718295808
"879",26044.2059050789,26317.391688237,1977,3,520,13,40,468,468,0,0,0,101321.938879788,910550.138144195,9872.49913351376
"880",26713.9561790363,25785.6038531754,1984,2,462,22,21,831,831,0,0,0,82000.4484273959,1583687.22367112,16020.0059700215
"881",25684.0505421405,26614.8694243748,1975,3,480,15,32,464,464,0,0,0,81331.8101540208,717996.917287633,8828.91263646943
"882",26758.4929259966,24292.2886325978,1976,3,496,16,31,870,870,0,0,0,97701.2481380254,1645133.19495185,17426.3490639089
"883",23429.1408192734,26790.116466349,1979,3,464,16,29,626,626,0,0,0,71687.5118313357,1048601.171758,12395.4746571481
"884",23668.3377954496,24899.6355577838,1986,1,408,17,24,158,158,0,0,0,73784.2477214523,295003.108361852,3191.06250034291
"886",27568.9469008611,26196.6221428011,1978,1,420,12,35,378,378,0,0,0,78236.6594031919,648435.74966595,7491.78447890895
"887",25643.5488636862,26206.5761745907,1976,3,532,14,38,928,928,0,0,0,83124.0303095896,1742229.69508399,19329.2513681504
"889",26998.5327470522,25005.2645690739,1978,3,490,14,35,441,441,0,0,0,96394.4399929605,873551.908333227,9128.94490039607
"890",25964.5129637129,25934.3661123421,1985,3,492,12,41,1281,1281,0,0,0,95335.9622444026,2149651.1589302,25831.1034453565
"891",24536.0673800302,26534.4648789614,1974,2,480,16,30,288,288,0,0,0,88823.2827521861,555736.854305863,5820.40060580837
"892",26304.7881037669,25361.488994211,1978,2,510,17,30,918,918,0,0,0,95761.3805956207,1476090.33837905,18879.0735860778
"893",23258.7770022569,26394.9115646537,1975,3,546,14,39,873,873,0,0,0,93223.508701846,1585341.19382487,16706.6602111342
"894",22660.8118571504,24814.0187147073,1986,2,450,15,30,810,810,0,0,0,85564.17144835,1208135.86396188,15396.8850337871
"895",27365.3510389422,24880.3563255351,1985,3,448,16,28,403,403,0,0,0,79549.3527725339,779208.681630786,7395.1542047075
"898",26796.8022407965,24937.8130822442,1971,3,520,13,40,802,802,0,0,0,100957.46492641,1148999.37851864,16024.0573013116
"899",24239.3318225727,26238.0812605843,1975,3,495,15,33,1336,1336,0,0,0,84665.5678427196,2187176.32844703,27417.1906334336
"900",26087.8246519428,26710.8271513134,1980,3,480,12,40,1296,1296,0,0,0,81301.5757966787,2396701.41880307,26665.2692638739
"901",23563.9811519863,26301.7191407271,1979,2,504,12,42,907,907,0,0,0,91871.5276404284,1545588.51707141,18432.6632251079
"903",25761.7085916507,26471.5459132567,1976,1,507,13,39,283,283,0,0,0,100655.846476613,518176.085310406,5402.8791101839
"904",24541.0560495709,26966.8653456029,1986,2,468,12,39,337,337,0,0,0,80658.4521861747,680411.075982894,7023.68521041047
"905",24242.3774290738,26666.2641442381,1985,2,468,13,36,842,842,0,0,0,76240.9440591931,1259110.06145198,17429.4495993336
"908",23573.3744516084,26133.989866823,1976,3,468,12,39,421,421,0,0,0,92311.3658627495,745547.095443099,8393.44905458387
"913",26087.3361390487,26026.9391988404,1975,1,518,14,37,155,155,0,0,0,83054.1695926571,351614.328803064,3112.68490788428
"914",23808.0386216191,26877.4808663875,1980,1,516,12,43,154,154,0,0,0,83777.1564041264,354138.077384839,3015.46369411569
"916",23372.0428253522,26235.5502820574,1979,1,527,17,31,474,474,0,0,0,82348.3899973216,799203.572802769,9117.63737172294
"917",25050.9198098195,26601.3554020319,1974,3,480,12,40,606,606,0,0,0,90825.4098147154,963902.061291039,12805.382109507
"918",25642.8628076494,26594.2399646156,1980,1,496,16,31,446,446,0,0,0,87138.0452187732,711830.457438831,9126.10065826663
"921",26251.2643598832,26182.0946023799,1973,3,504,14,36,987,987,0,0,0,75892.2256202437,1873628.88850925,20449.1002961192
"922",23220.6112685174,25663.0391499493,1965,3,494,13,38,970,970,0,0,0,81533.4523610305,1827460.39393418,19756.1153394833
"924",23289.9025744344,25515.1249270421,1973,1,532,14,38,478,0,0,0,478,93360.0285613444,747004.647094919,9594.71682715417
"925",26295.8237288747,26967.0466280077,1970,1,494,13,38,148,148,0,0,0,80341.2043022923,295461.756343581,3053.23625364353
"928",26452.1333314574,24832.7043887693,1977,2,480,12,40,561,561,0,0,0,95707.3280364275,950807.583512552,11312.0993541891
"930",26407.9093371999,26952.4306047242,1983,3,480,15,32,432,432,0,0,0,94444.4560557604,787463.300424814,8589.2203544705
"931",23154.5013018476,25389.0610593371,1982,1,507,13,39,152,152,0,0,0,93806.1213793466,318829.068994732,3106.80154683529
"932",26295.988277617,26869.3003642838,1979,3,540,20,27,1458,1458,0,0,0,87948.9879382309,2565927.74015183,30939.9392952503
"933",26426.5858722303,24433.7907044683,1978,1,465,15,31,290,0,0,290,0,88850.1034869114,612197.556560277,5909.08897554791
"934",27339.3548384761,26510.1354019716,1980,3,429,13,33,1158,1158,0,0,0,73082.597718481,1708144.0420473,22381.5750979114
"940",25233.1091483559,26303.0461727176,1974,2,546,13,42,919,919,0,0,0,107486.617698334,1651711.75331727,18510.9123872289
"941",25124.5710960821,26591.6354362853,1978,2,462,21,22,831,831,0,0,0,84507.8418044373,1217575.68853169,16067.365329512
"942",24201.7474652966,26093.3797708713,1975,1,494,13,38,148,148,0,0,0,92965.7910770737,295132.358635124,3033.68520689322
"949",25172.6879788674,26464.8454359267,1979,3,527,17,31,474,474,0,0,0,99534.6070764237,824701.520136686,9142.80675351575
"952",23746.9860112364,24300.9475988802,1979,1,455,13,35,136,136,0,0,0,69043.1743123918,257446.023719793,2787.77772388583
"957",23692.7943893729,24262.0559718926,1974,2,456,12,38,668,668,0,0,0,90688.5418871418,1179673.27336539,13602.9956103969
"958",24755.4653953733,26486.4910240285,1984,3,527,17,31,1422,1422,0,0,0,79188.7387819355,2551005.47724857,26414.6412852001
"963",23277.0865620326,26195.4512279481,1977,2,528,16,33,838,838,0,0,0,86956.3569629565,1597267.77450705,16262.7645578057
"965",26973.1296397783,24139.2380283214,1984,1,481,13,37,144,144,0,0,0,95445.9832390072,293607.039091107,2921.10202121408
"968",23791.7539539033,26932.5743950903,1975,2,510,17,30,306,306,0,0,0,83937.5783074647,562313.106718333,6478.66106483665
"970",23949.2838010135,26305.3574594669,1974,3,520,20,26,1078,1078,0,0,0,85203.8383926265,1845219.01234996,22181.3347137071
"971",26344.0412552617,24460.8941995539,1974,2,494,13,38,617,617,0,0,0,95233.4813565947,1143679.68044905,12535.6799968395
"972",23495.8523159784,24301.1460173875,1981,2,504,24,21,302,302,0,0,0,89320.6510663033,541037.575923279,6093.3385596569
"973",21636.2075528495,26544.9393228628,1976,2,506,22,23,303,303,0,0,0,85446.0846842965,540107.008147903,5789.60258383924
"977",25931.2336196981,26077.971840743,1973,2,456,12,38,295,295,0,0,0,68454.9138969742,471828.850164136,5968.47305326788
"978",23804.0072714139,26924.5152685326,1978,3,512,16,32,711,711,0,0,0,89183.2619488239,1245597.96679617,14552.9518541603
"980",24886.125799039,26863.846661523,1972,3,468,18,26,1263,1263,0,0,0,72659.0573301539,1776637.29398197,24333.2266384361
"981",26461.3302192777,25461.2118832301,1988,2,483,21,23,289,289,0,0,0,92141.1050810711,474996.89260684,5312.23406083156
"988",27190.4633614415,26384.8535874858,1973,3,493,17,29,1016,1016,0,0,0,98420.0245890766,1433782.27990642,18856.9781185687
"989",24413.9764928014,26980.8895422611,1979,2,480,20,24,864,864,0,0,0,86811.0746629536,1370602.23088637,16964.0412766417
"990",25880.1189347695,26130.948163569,1984,2,544,16,34,968,968,0,0,0,103229.214812815,1750391.46615453,19503.6697898627
"991",24154.0577823156,26268.0484489538,1981,2,442,13,34,795,795,0,0,0,76233.8725410867,1226381.28826683,15082.1702356232
"992",24665.9812386304,26804.2471222579,1973,1,495,15,33,445,445,0,0,0,82265.5329226982,813337.699052645,8729.61879539114
"995",22944.3124794383,26815.5377623625,1977,1,528,16,33,158,158,0,0,0,92119.1767958924,341582.522657583,3323.13119226192
"996",27287.7163641983,24296.2355897762,1972,2,464,16,29,644,644,0,0,0,72078.7426870316,1005474.81754841,13171.8711563296
"997",23758.0928282079,26361.3632591441,1978,2,480,12,40,507,507,0,0,0,80331.3721641898,797545.814268594,9789.56373719377
"999",27223.9201396122,26037.8915872425,1981,3,520,13,40,893,893,0,0,0,80152.5377756916,1451934.62793297,17835.7421078523
"1000",23034.1664890395,24674.5289233513,1972,2,444,12,37,799,799,0,0,0,73714.5346251782,1418790.70889676,15595.1566275712
"5",24404.691319239,24190.639047185,1976,1,459,17,27,275,275,0,0,0,92611.0720962519,707038.34586856,5607.62276125528
"8",24453.5618319381,25606.2982496805,1985,2,460,20,23,552,552,0,0,0,134629.155455623,1093274.07672582,11007.57951576
"12",24495.1234111489,25750.1591923647,1978,1,492,12,41,295,295,0,0,0,108091.141623817,734467.267940775,5895.74598243396
"14",24766.1246136408,24502.941619372,1975,2,493,17,29,591,591,0,0,0,125102.133238548,1202128.57843111,12007.4803925267
"16",24443.2186462053,24708.2327906974,1984,3,494,19,26,889,889,0,0,0,141801.582893962,2022952.67768088,18761.8512855414
"24",24486.8583387396,25964.7395520005,1976,3,527,17,31,1103,1103,0,0,0,115951.891514868,2486111.96633694,22023.8340858504
"30",24555.4983582518,24434.9768338725,1978,2,494,19,26,592,592,0,0,0,133979.341762839,1391734.087941,11978.0653561902
"31",24300.0154723661,25253.4185405821,1978,1,495,15,33,445,445,0,0,0,113556.873430149,961256.538161542,9347.21436809389
"33",24172.5428709071,25329.9411891494,1978,2,456,12,38,820,820,0,0,0,114883.984548971,1843845.71649646,16807.2907942761
"39",24367.7824957113,25126.8769120798,1985,2,490,14,35,588,588,0,0,0,115023.635127116,1390637.76055453,10940.6724085473
"52",24455.1166774825,25108.1340140663,1985,3,448,14,32,1209,1209,0,0,0,102772.866249084,2711590.53714352,24460.093666279
"56",24497.3142640316,25032.5456326827,1977,1,476,14,34,285,285,0,0,0,101043.015087768,642051.008303347,5925.20199541137
"57",24487.9780966447,25081.9184635766,1972,2,528,12,44,795,795,0,0,0,152171.096383408,1864876.60883465,16380.8165624428
"59",24764.1470863639,24433.0381192267,1974,3,418,11,38,752,752,0,0,0,100895.99661571,1762165.79849985,16205.5209733895
"62",24841.486886924,25436.613090802,1975,3,486,18,27,1312,1312,0,0,0,118570.762897236,2510316.74764971,25744.0078845801
"70",24788.2153200887,25402.5227192324,1981,3,495,15,33,891,891,0,0,0,140833.600611775,1796937.98473596,17935.1824833398
"80",24665.019118962,25594.4590307772,1972,1,480,12,40,288,288,0,0,0,97583.4851413965,733920.01837045,5809.30091773355
"90",24905.4144395586,24201.0662555695,1982,1,492,12,41,295,0,0,295,0,112997.715688124,686786.978835869,5757.17035675556
"92",24117.1356743896,24862.8620516974,1979,2,510,15,34,918,918,0,0,0,135578.717690427,1861997.85530353,18833.4119678223
"97",24200.7048441761,24191.2000291049,1974,2,528,16,33,950,950,0,0,0,113333.671027422,1841449.03977015,18912.770150984
"98",24002.3787070985,24518.7549493276,1981,3,578,17,34,1379,1379,0,0,0,168166.085162526,2901895.79050981,28331.4820934486
"104",24724.1608538531,24213.2296299096,1975,3,504,14,36,907,907,0,0,0,108644.210047647,1811324.20849979,18084.2468582616
"112",24833.3318416704,26238.846514374,1974,2,520,13,40,914,914,0,0,0,126252.896712162,2030543.88215072,18531.6408500179
"113",24665.7985216961,25904.1442377493,1973,3,494,13,38,889,889,0,0,0,128046.163436212,1813335.70187655,17988.0138574306
"133",24104.5906659272,24775.1027054619,1984,3,481,13,37,1298,1298,0,0,0,129095.549137262,2629558.43753393,26242.1511484357
"136",23890.0965798598,24351.1030271184,1983,1,516,12,43,310,310,0,0,0,120942.09030848,776289.27824595,5935.07887154195
"142",23903.9461808245,24967.4584229942,1983,3,475,19,25,1282,1282,0,0,0,141335.004016873,2848163.79569101,24879.0353622679
"143",23990.0321498373,25444.7127054445,1980,2,500,20,25,900,900,0,0,0,114356.291410513,2023073.08485964,17394.0828463788
"148",24902.7455034054,24510.7664109673,1981,2,512,16,32,614,614,0,0,0,107427.981984615,1362488.86363576,12703.5113197837
"152",24483.6368844775,24958.8538999669,1975,2,464,16,29,556,556,0,0,0,122778.446583822,1132816.7358214,10448.9770682211
"159",24855.9833025481,25484.4109292608,1986,2,440,11,40,528,528,0,0,0,118447.374858893,1250738.62046581,10814.7931322222
"160",24607.0129894934,24536.6935380735,1986,1,495,15,33,297,297,0,0,0,118650.929304888,700596.242998447,5664.39671928429
"162",24921.8916227222,25396.5879860334,1974,2,475,19,25,570,570,0,0,0,126220.545861288,1302820.92173432,11400.6104190159
"165",24572.4664431817,24019.8992472142,1976,3,525,21,25,949,949,0,0,0,132023.039025371,2049064.14277905,19189.7779113596
"172",24339.3489605142,25141.6776955593,1973,1,495,15,33,297,297,0,0,0,124387.847876991,708862.487797416,6438.42862679529
"173",24410.0271291449,25763.9084241819,1986,3,518,14,37,1398,1398,0,0,0,119879.227547487,2734492.03647301,26499.9538713446
"177",24162.6024986748,25292.9236446507,1978,1,480,15,32,432,432,0,0,0,109986.552480608,1071292.49040931,8973.65877324108
"183",24923.2713991087,24388.7490243651,1977,3,520,13,40,936,936,0,0,0,136749.775239266,1887143.37385669,19904.851535775
"185",24250.7788068362,24422.7947259787,1983,2,432,18,24,518,518,0,0,0,93157.0301771164,1033406.57865708,10427.4388298157
"189",24075.42826771,24843.9723767806,1975,1,490,14,35,441,441,0,0,0,135716.627029004,963458.179611433,8679.64632940229
"192",24865.8153462592,24126.5212807339,1978,1,510,15,34,459,459,0,0,0,106685.381844873,1012952.96519331,9271.12679125616
"193",24896.7639599941,25912.1651812457,1982,2,546,26,21,982,982,0,0,0,141950.238798279,2157873.81100282,20694.5496048992
"195",24406.965574469,25383.4765038919,1982,1,480,12,40,288,288,0,0,0,112540.689859539,677943.587297201,5854.10313830444
"197",24264.9792975003,25636.7722162977,1983,2,495,15,33,594,594,0,0,0,112664.995634928,1280618.71337048,11861.044155709
"213",24644.3760853607,25122.8529231157,1978,2,490,14,35,882,882,0,0,0,103959.687903291,1971315.94152362,16896.628324159
"214",24873.583711096,25422.5960369222,1975,2,510,15,34,612,612,0,0,0,120557.443989208,1292345.56654408,12281.2109537907
"215",24570.7076639141,24803.6164166406,1970,2,494,19,26,889,889,0,0,0,130061.243023211,2090136.82081585,18613.2607857276
"223",24122.9350943489,25662.5315698329,1976,3,476,17,28,1160,1160,0,0,0,142653.887589835,2451616.85982477,23493.8957265829
"227",24063.5151187596,25487.6106160227,1972,2,450,15,30,540,540,0,0,0,90986.3264265005,1073974.32794399,11017.8789145988
"228",24319.6754111201,24373.7183895428,1984,1,512,16,32,396,396,0,0,0,149072.009670734,921101.050273143,7912.4059887598
"231",24860.3732840832,25559.5956325997,1973,2,540,15,36,648,648,0,0,0,135853.878088295,1341769.44401935,12788.6413434056
"234",24596.3721762257,24228.7957398221,1983,2,507,13,39,608,608,0,0,0,132794.547857344,1222695.58886364,11681.4278435936
"236",23832.4628456384,25564.0191910788,1972,2,520,20,26,624,624,0,0,0,136578.25101912,1428243.56564917,12237.2065244295
"238",24392.8135530869,25079.6105666086,1973,3,459,17,27,1239,1239,0,0,0,103362.572320341,2674735.13313546,23288.2563858062
"240",24471.5776609535,24985.201866366,1975,1,440,11,40,264,264,0,0,0,96717.8627438843,571334.824452549,5565.44329346983
"242",23954.651284482,24970.6374302041,1978,1,528,12,44,433,433,0,0,0,134705.499780178,1102051.98995629,9084.46839237673
"245",24264.6880715126,25794.6100865956,1973,1,425,17,25,382,0,382,0,0,106012.53897592,911527.477618144,7797.74074049675
"248",24638.3084355977,25008.0298273824,1971,2,476,14,34,704,704,0,0,0,109141.260772664,1556819.09939172,14338.2216083275
"253",23861.7574661294,24558.5556125734,1979,1,434,14,31,296,296,0,0,0,124737.512027333,719195.971862087,6377.81428570942
"257",24456.1279827954,24932.2833723854,1981,3,486,18,27,1312,1312,0,0,0,125433.228594298,2836277.43212455,27183.8864588518
"259",23965.1040401036,24628.6919221748,1974,2,520,13,40,624,624,0,0,0,105699.076543562,1386817.69314352,12603.0152314305
"263",24935.8272580154,24366.3397931959,1984,2,504,14,36,604,604,0,0,0,148247.422844544,1183145.90974571,12396.4674477862
"271",24610.6774209397,25957.1245112456,1985,2,493,17,29,591,591,0,0,0,106762.471600017,1445467.86517552,11826.3840775799
"274",24201.1868615358,25934.1506003402,1982,2,475,19,25,570,301,269,0,0,126271.296353661,1331527.20702172,11305.4891530507
"285",24996.1931868504,24034.8937364761,1974,3,490,14,35,1185,1185,0,0,0,103191.712060478,2718059.10908058,23826.4564405681
"298",23734.7520742019,24832.2647069581,1975,2,522,18,29,787,787,0,0,0,128143.919405853,1654314.98429528,15293.3872925359
"305",24847.1991642264,25814.6829593461,1987,2,528,16,33,950,950,0,0,0,156737.33786121,1914951.36957988,19301.9571581529
"310",24248.8572518255,24988.742178306,1985,3,462,21,22,1247,1247,0,0,0,128748.783525405,2892336.96781017,23892.1933176501
"311",24778.1549441401,24393.6892587226,1973,1,462,21,22,399,399,0,0,0,97538.2840377744,935842.906683055,8246.46878070178
"314",24128.5763094548,25457.6060366817,1974,2,520,13,40,624,624,0,0,0,146696.014067158,1413398.73008281,12919.5562664071
"317",24742.0652439157,24585.5283890851,1981,2,494,19,26,592,431,0,161,0,134595.308163529,1316529.26327898,12176.9015867352
"322",24228.6176606435,25428.1931743026,1974,2,504,14,36,604,604,0,0,0,147327.288760431,1198564.73083515,12064.8620413428
"323",24351.3868949556,25628.458621446,1984,2,440,11,40,528,528,0,0,0,124841.052755713,1052958.59073736,10316.1570664561
"325",24366.2056232889,24590.4428504873,1983,2,448,14,32,806,806,0,0,0,130717.454829812,1611269.28837332,15921.8286284921
"327",24556.7505275502,26190.5290237628,1982,3,483,21,23,883,883,0,0,0,98434.5530707855,2003779.39076105,17331.921126587
"328",23987.3685681384,25776.9245663658,1976,3,540,20,27,1103,1103,0,0,0,136251.761830878,2130259.08371045,21079.7778677672
"339",24937.9292599553,24002.4286452681,1968,2,513,19,27,615,615,0,0,0,131998.280300293,1399443.42929183,12015.7297108831
"344",24333.1273402051,25158.9656181168,1983,2,480,15,32,576,576,0,0,0,140396.146014333,1228099.55870658,11480.3524019757
"347",24989.3271346307,24496.9743895344,1979,2,516,12,43,928,928,0,0,0,106376.775906701,1939109.53854294,19200.3871291656
"348",23782.2763682018,25228.6413889378,1978,2,459,17,27,826,826,0,0,0,95513.632357819,1650257.62373302,15619.623616568
"351",24371.1773330606,25008.8734317105,1972,3,555,15,37,999,999,0,0,0,116077.622443554,2074921.90435762,20683.2171039877
"359",24089.0467589391,24581.1748250853,1983,1,480,15,32,432,432,0,0,0,130427.210960537,1000911.78071648,8700.92051900929
"365",24240.7767888435,24822.5793389138,1966,3,492,12,41,1031,0,1031,0,0,138523.555931915,2039604.1060067,21467.0526206973
"368",24903.1211544942,25704.5522304252,1984,2,532,14,38,957,957,0,0,0,118809.923085384,2113231.6204675,18898.1477923361
"369",23824.9407364572,24915.4209746048,1982,2,496,16,31,595,595,0,0,0,144019.461310282,1413700.15103864,11888.4104813296
"370",24877.1481189773,25638.821386965,1977,1,552,12,46,331,331,0,0,0,135117.962921038,867226.145577151,6426.33435301372
"373",24513.6202091883,24722.2809016239,1978,3,490,14,35,1248,1248,0,0,0,141510.026319185,2888853.91460047,25116.7711693627
"380",24474.7455534639,24587.9834785592,1979,3,480,24,20,1296,1296,0,0,0,100178.613044322,2513997.88161814,25921.6639472282
"387",24252.4043228152,25472.1467408817,1983,1,480,15,32,432,432,0,0,0,138158.382866532,988868.505293503,8876.1718346153
"390",24123.6273325052,25750.2719848417,1977,3,476,14,34,1285,1285,0,0,0,135125.270455144,2765046.6148277,25731.1504468444
"397",24070.8547222816,25157.4776996858,1973,3,560,14,40,1008,1008,0,0,0,153350.398860872,2135039.64829147,20362.8808564132
"399",24836.6246301674,25807.0130276028,1981,1,494,13,38,444,444,0,0,0,144221.887475066,1109184.08840103,8700.00019092365
"400",24892.4902328867,24296.1739052553,1981,2,494,13,38,592,592,0,0,0,115313.075389015,1214618.12980776,11316.5694228177
"408",24443.6680719495,24720.3013000544,1983,1,462,21,22,298,298,0,0,0,113358.962622844,726783.431978943,6002.88639428327
"410",24555.0566176101,25141.6124752723,1976,2,481,13,37,577,577,0,0,0,115102.025812585,1160799.80573189,11155.5101261708
"414",24293.8812051095,25208.7271101773,1979,1,0,18,26,421,421,0,0,0,137430.326722562,947270.860538469,8290.58108698287
